f_acidente;d_tipoacidente
324271;Saída de leito carroçável
324272;Colisão transversal
324273;Colisão lateral
324274;Colisão frontal
324275;Colisão transversal
324276;Colisão frontal
324277;Colisão traseira
324278;Colisão com objeto estático
324280;Atropelamento de Pedestre
324281;Saída de leito carroçável
324282;Colisão traseira
324283;Colisão transversal
324285;Colisão lateral
324286;Colisão lateral
324287;Colisão transversal
324288;Colisão lateral
324289;Tombamento
324290;Colisão lateral
324291;Colisão lateral
324292;Tombamento
324293;Atropelamento de Animal
324294;Colisão frontal
324295;Queda de ocupante de veículo
324296;Colisão traseira
324297;Colisão traseira
324298;Colisão traseira
324301;Tombamento
324302;Colisão lateral
324303;Colisão transversal
324305;Colisão traseira
324308;Saída de leito carroçável
324309;Colisão transversal
324310;Colisão transversal
324311;Colisão traseira
324312;Incêndio
324313;Colisão lateral
324314;Saída de leito carroçável
324316;Colisão traseira
324317;Colisão traseira
324318;Tombamento
324319;Tombamento
324320;Saída de leito carroçável
324321;Saída de leito carroçável
324322;Colisão traseira
324324;Colisão transversal
324325;Colisão lateral
324326;Capotamento
324327;Colisão traseira
324328;Colisão traseira
324329;Colisão lateral
324331;Colisão frontal
324332;Colisão transversal
324333;Saída de leito carroçável
324334;Saída de leito carroçável
324335;Saída de leito carroçável
324336;Colisão traseira
324337;Capotamento
324338;Colisão frontal
324339;Saída de leito carroçável
324340;Atropelamento de Pedestre
324341;Queda de ocupante de veículo
324342;Tombamento
324343;Colisão lateral
324344;Saída de leito carroçável
324345;Colisão lateral
324346;Saída de leito carroçável
324347;Colisão transversal
324348;Colisão com objeto estático
324349;Capotamento
324350;Saída de leito carroçável
324351;Colisão transversal
324352;Colisão lateral
324354;Colisão traseira
324355;Colisão traseira
324356;Colisão frontal
324357;Colisão lateral
324358;Colisão lateral
324359;Colisão lateral
324360;Colisão lateral
324361;Colisão frontal
324362;Colisão lateral
324363;Queda de ocupante de veículo
324364;Capotamento
324365;Atropelamento de Pedestre
324366;Colisão lateral
324367;Colisão traseira
324368;Colisão traseira
324369;Colisão transversal
324370;Colisão lateral
324371;Colisão lateral
324372;Colisão transversal
324373;Saída de leito carroçável
324374;Saída de leito carroçável
324375;Colisão transversal
324376;Tombamento
324377;Colisão traseira
324378;Queda de ocupante de veículo
324379;Tombamento
324380;Colisão frontal
324382;Colisão lateral
324383;Colisão traseira
324384;Colisão frontal
324385;Colisão transversal
324386;Colisão transversal
324387;Atropelamento de Pedestre
324388;Colisão com objeto estático
324390;Colisão frontal
324391;Colisão traseira
324392;Colisão traseira
324393;Saída de leito carroçável
324394;Saída de leito carroçável
324395;Colisão transversal
324396;Colisão frontal
324397;Saída de leito carroçável
324398;Tombamento
324399;Colisão frontal
324400;Saída de leito carroçável
324401;Atropelamento de Pedestre
324403;Colisão traseira
324404;Colisão com objeto estático
324405;Colisão lateral
324406;Colisão com objeto estático
324407;Colisão transversal
324408;Colisão frontal
324409;Tombamento
324410;Colisão transversal
324411;Colisão lateral
324412;Atropelamento de Pedestre
324413;Colisão transversal
324415;Colisão lateral
324416;Tombamento
324417;Colisão lateral
324418;Saída de leito carroçável
324419;Colisão traseira
324420;Atropelamento de Pedestre
324421;Colisão transversal
324422;Engavetamento
324423;Colisão transversal
324424;Colisão transversal
324425;Atropelamento de Pedestre
324426;Colisão com objeto em movimento
324427;Saída de leito carroçável
324428;Colisão frontal
324429;Saída de leito carroçável
324430;Colisão frontal
324431;Colisão traseira
324433;Tombamento
324434;Atropelamento de Pedestre
324435;Colisão frontal
324436;Tombamento
324437;Atropelamento de Animal
324438;Colisão frontal
324439;Saída de leito carroçável
324440;Atropelamento de Pedestre
324441;Colisão lateral
324442;Atropelamento de Pedestre
324443;Colisão transversal
324444;Saída de leito carroçável
324445;Colisão traseira
324446;Colisão lateral
324447;Colisão lateral
324448;Colisão traseira
324449;Colisão lateral
324451;Colisão traseira
324452;Colisão traseira
324453;Colisão transversal
324454;Tombamento
324456;Colisão frontal
324457;Colisão frontal
324458;Colisão transversal
324459;Colisão traseira
324460;Capotamento
324461;Colisão traseira
324462;Colisão traseira
324463;Colisão com objeto estático
324464;Colisão traseira
324465;Colisão lateral
324466;Colisão transversal
324467;Colisão transversal
324468;Colisão frontal
324469;Colisão lateral
324470;Colisão lateral
324471;Colisão frontal
324474;Saída de leito carroçável
324475;Colisão com objeto estático
324476;Colisão traseira
324477;Colisão transversal
324478;Colisão traseira
324479;Colisão lateral
324480;Saída de leito carroçável
324481;Saída de leito carroçável
324483;Colisão lateral
324484;Tombamento
324485;Saída de leito carroçável
324486;Colisão traseira
324487;Tombamento
324488;Atropelamento de Animal
324489;Saída de leito carroçável
324490;Colisão com objeto estático
324491;Colisão frontal
324492;Colisão com objeto estático
324493;Saída de leito carroçável
324494;Saída de leito carroçável
324496;Colisão lateral
324497;Saída de leito carroçável
324498;Queda de ocupante de veículo
324499;Colisão com objeto estático
324500;Colisão traseira
324501;Queda de ocupante de veículo
324502;Colisão transversal
324503;Queda de ocupante de veículo
324504;Capotamento
324505;Capotamento
324506;Tombamento
324507;Saída de leito carroçável
324508;Colisão traseira
324509;Atropelamento de Animal
324511;Tombamento
324512;Colisão frontal
324513;Saída de leito carroçável
324515;Colisão traseira
324516;Colisão frontal
324517;Colisão traseira
324518;Queda de ocupante de veículo
324520;Colisão traseira
324521;Tombamento
324522;Saída de leito carroçável
324523;Colisão lateral
324524;Colisão traseira
324525;Saída de leito carroçável
324526;Incêndio
324527;Queda de ocupante de veículo
324528;Saída de leito carroçável
324529;Saída de leito carroçável
324530;Colisão lateral
324531;Colisão transversal
324532;Colisão com objeto estático
324533;Saída de leito carroçável
324534;Tombamento
324535;Saída de leito carroçável
324536;Incêndio
324537;Queda de ocupante de veículo
324538;Queda de ocupante de veículo
324539;Colisão lateral
324540;Saída de leito carroçável
324541;Atropelamento de Animal
324543;Saída de leito carroçável
324544;Saída de leito carroçável
324546;Colisão com objeto estático
324547;Capotamento
324548;Tombamento
324550;Saída de leito carroçável
324551;Colisão com objeto estático
324552;Colisão traseira
324553;Tombamento
324554;Saída de leito carroçável
324556;Queda de ocupante de veículo
324557;Colisão com objeto estático
324559;Colisão traseira
324560;Colisão traseira
324561;Saída de leito carroçável
324562;Colisão traseira
324565;Colisão frontal
324566;Colisão traseira
324567;Capotamento
324568;Saída de leito carroçável
324569;Tombamento
324570;Queda de ocupante de veículo
324571;Saída de leito carroçável
324573;Atropelamento de Pedestre
324574;Saída de leito carroçável
324575;Queda de ocupante de veículo
324576;Colisão com objeto estático
324577;Saída de leito carroçável
324578;Colisão traseira
324579;Colisão lateral
324580;Tombamento
324581;Saída de leito carroçável
324582;Colisão traseira
324585;Colisão com objeto estático
324586;Colisão frontal
324587;Tombamento
324588;Colisão com objeto estático
324589;Colisão traseira
324590;Colisão transversal
324591;Colisão transversal
324592;Tombamento
324593;Colisão frontal
324594;Saída de leito carroçável
324595;Colisão traseira
324596;Colisão lateral
324597;Saída de leito carroçável
324598;Saída de leito carroçável
324599;Colisão transversal
324600;Colisão traseira
324601;Colisão traseira
324602;Saída de leito carroçável
324603;Derramamento de carga
324604;Colisão transversal
324605;Tombamento
324606;Tombamento
324607;Colisão com objeto estático
324608;Queda de ocupante de veículo
324609;Saída de leito carroçável
324610;Tombamento
324611;Colisão transversal
324612;Colisão lateral
324613;Colisão traseira
324614;Capotamento
324615;Colisão lateral
324616;Colisão transversal
324617;Colisão frontal
324619;Colisão com objeto estático
324620;Tombamento
324621;Atropelamento de Pedestre
324622;Capotamento
324623;Colisão traseira
324624;Queda de ocupante de veículo
324625;Saída de leito carroçável
324626;Saída de leito carroçável
324627;Tombamento
324628;Tombamento
324629;Colisão com objeto estático
324630;Derramamento de carga
324631;Colisão lateral
324632;Atropelamento de Animal
324633;Colisão frontal
324634;Colisão transversal
324635;Colisão traseira
324636;Colisão frontal
324637;Saída de leito carroçável
324638;Saída de leito carroçável
324639;Colisão com objeto estático
324641;Tombamento
324644;Colisão com objeto estático
324646;Colisão frontal
324647;Queda de ocupante de veículo
324648;Colisão frontal
324649;Saída de leito carroçável
324650;Colisão traseira
324651;Colisão lateral
324652;Colisão traseira
324653;Atropelamento de Pedestre
324654;Capotamento
324655;Colisão traseira
324656;Colisão lateral
324657;Tombamento
324658;Queda de ocupante de veículo
324659;Queda de ocupante de veículo
324660;Colisão frontal
324661;Colisão frontal
324662;Colisão transversal
324663;Colisão traseira
324664;Colisão frontal
324665;Colisão traseira
324666;Saída de leito carroçável
324667;Colisão traseira
324668;Colisão lateral
324669;Atropelamento de Pedestre
324670;Colisão frontal
324671;Colisão transversal
324673;Colisão com objeto estático
324674;Colisão lateral
324675;Tombamento
324676;Colisão transversal
324677;Colisão frontal
324678;Colisão lateral
324679;Atropelamento de Pedestre
324680;Colisão com objeto estático
324683;Colisão lateral
324684;Colisão traseira
324685;Atropelamento de Pedestre
324686;Saída de leito carroçável
324687;Colisão transversal
324688;Colisão traseira
324689;Colisão transversal
324690;Saída de leito carroçável
324691;Tombamento
324692;Colisão lateral
324693;Atropelamento de Pedestre
324694;Colisão transversal
324695;Capotamento
324696;Colisão traseira
324697;Saída de leito carroçável
324698;Colisão traseira
324699;Colisão frontal
324700;Incêndio
324701;Tombamento
324703;Colisão traseira
324704;Colisão transversal
324705;Colisão traseira
324706;Colisão com objeto estático
324707;Saída de leito carroçável
324708;Atropelamento de Pedestre
324710;Saída de leito carroçável
324711;Colisão traseira
324712;Colisão traseira
324713;Colisão lateral
324714;Saída de leito carroçável
324715;Colisão com objeto estático
324717;Colisão lateral
324718;Saída de leito carroçável
324719;Incêndio
324720;Colisão traseira
324721;Saída de leito carroçável
324722;Atropelamento de Animal
324724;Queda de ocupante de veículo
324725;Saída de leito carroçável
324726;Colisão traseira
324727;Colisão com objeto estático
324728;Colisão com objeto estático
324729;Colisão com objeto estático
324730;Danos eventuais
324731;Atropelamento de Pedestre
324732;Saída de leito carroçável
324733;Engavetamento
324735;Colisão traseira
324736;Atropelamento de Animal
324737;Colisão com objeto estático
324738;Atropelamento de Animal
324739;Colisão transversal
324740;Capotamento
324741;Colisão traseira
324742;Saída de leito carroçável
324743;Colisão frontal
324744;Colisão lateral
324746;Colisão traseira
324747;Saída de leito carroçável
324748;Colisão lateral
324749;Colisão transversal
324750;Colisão lateral
324751;Colisão lateral
324752;Colisão traseira
324753;Colisão transversal
324754;Colisão com objeto estático
324755;Colisão traseira
324757;Colisão lateral
324758;Colisão lateral
324759;Colisão traseira
324760;Colisão traseira
324761;Colisão transversal
324762;Colisão com objeto estático
324763;Tombamento
324764;Colisão transversal
324765;Colisão lateral
324766;Saída de leito carroçável
324767;Colisão frontal
324769;Colisão frontal
324770;Colisão transversal
324771;Tombamento
324772;Colisão traseira
324774;Colisão transversal
324775;Colisão transversal
324776;Colisão frontal
324777;Colisão transversal
324779;Saída de leito carroçável
324780;Colisão traseira
324781;Atropelamento de Pedestre
324782;Colisão lateral
324783;Colisão frontal
324784;Engavetamento
324785;Saída de leito carroçável
324786;Saída de leito carroçável
324787;Engavetamento
324788;Colisão transversal
324789;Colisão traseira
324790;Colisão lateral
324791;Colisão traseira
324792;Colisão transversal
324793;Colisão traseira
324794;Colisão transversal
324795;Colisão transversal
324796;Saída de leito carroçável
324797;Saída de leito carroçável
324798;Colisão traseira
324800;Queda de ocupante de veículo
324801;Colisão frontal
324802;Colisão lateral
324803;Capotamento
324804;Colisão transversal
324805;Colisão transversal
324807;Atropelamento de Pedestre
324808;Saída de leito carroçável
324809;Colisão transversal
324810;Colisão frontal
324811;Colisão traseira
324812;Colisão traseira
324813;Saída de leito carroçável
324814;Saída de leito carroçável
324815;Colisão com objeto estático
324816;Colisão transversal
324817;Colisão traseira
324818;Saída de leito carroçável
324819;Colisão traseira
324820;Colisão traseira
324821;Tombamento
324822;Colisão traseira
324823;Tombamento
324824;Colisão transversal
324825;Colisão transversal
324826;Saída de leito carroçável
324827;Colisão traseira
324828;Colisão traseira
324829;Saída de leito carroçável
324830;Colisão lateral
324831;Colisão lateral
324833;Colisão transversal
324834;Colisão transversal
324835;Colisão lateral
324836;Colisão frontal
324837;Colisão frontal
324839;Colisão transversal
324840;Colisão traseira
324841;Danos eventuais
324842;Colisão traseira
324843;Colisão traseira
324844;Saída de leito carroçável
324845;Colisão traseira
324846;Colisão traseira
324849;Colisão traseira
324850;Colisão traseira
324851;Atropelamento de Pedestre
324852;Colisão transversal
324853;Colisão transversal
324854;Queda de ocupante de veículo
324855;Colisão com objeto estático
324856;Colisão traseira
324857;Atropelamento de Pedestre
324858;Colisão traseira
324859;Atropelamento de Pedestre
324860;Colisão traseira
324861;Colisão transversal
324862;Saída de leito carroçável
324863;Saída de leito carroçável
324864;Colisão traseira
324865;Colisão transversal
324867;Colisão lateral
324870;Colisão transversal
324871;Colisão transversal
324872;Incêndio
324873;Tombamento
324874;Colisão traseira
324875;Colisão lateral
324876;Colisão lateral
324877;Colisão com objeto estático
324878;Colisão lateral
324879;Colisão transversal
324880;Saída de leito carroçável
324881;Colisão transversal
324882;Colisão lateral
324884;Colisão com objeto estático
324885;Saída de leito carroçável
324886;Queda de ocupante de veículo
324887;Colisão lateral
324888;Tombamento
324889;Atropelamento de Pedestre
324890;Colisão transversal
324891;Colisão frontal
324892;Saída de leito carroçável
324893;Saída de leito carroçável
324894;Tombamento
324895;Colisão lateral
324896;Atropelamento de Pedestre
324897;Colisão traseira
324898;Colisão frontal
324899;Atropelamento de Pedestre
324900;Colisão transversal
324901;Colisão lateral
324902;Colisão frontal
324903;Atropelamento de Animal
324904;Colisão traseira
324905;Saída de leito carroçável
324907;Colisão traseira
324908;Derramamento de carga
324909;Tombamento
324910;Danos eventuais
324911;Colisão traseira
324912;Capotamento
324913;Atropelamento de Animal
324914;Colisão traseira
324915;Colisão frontal
324916;Colisão transversal
324918;Saída de leito carroçável
324919;Saída de leito carroçável
324920;Colisão traseira
324921;Queda de ocupante de veículo
324922;Colisão transversal
324923;Queda de ocupante de veículo
324924;Saída de leito carroçável
324925;Colisão traseira
324926;Colisão transversal
324927;Tombamento
324928;Queda de ocupante de veículo
324929;Colisão frontal
324930;Colisão traseira
324931;Colisão traseira
324932;Saída de leito carroçável
324933;Queda de ocupante de veículo
324934;Colisão lateral
324935;Colisão traseira
324936;Colisão traseira
324937;Tombamento
324938;Tombamento
324944;Colisão lateral
324945;Colisão lateral
324946;Colisão transversal
324947;Colisão com objeto estático
324948;Colisão traseira
324949;Colisão lateral
324950;Colisão traseira
324953;Colisão traseira
324955;Colisão frontal
324956;Saída de leito carroçável
324957;Colisão traseira
324958;Colisão transversal
324959;Colisão lateral
324960;Colisão transversal
324961;Colisão transversal
324962;Colisão lateral
324963;Colisão traseira
324965;Colisão transversal
324966;Colisão lateral
324967;Colisão transversal
324968;Atropelamento de Pedestre
324969;Saída de leito carroçável
324971;Capotamento
324972;Colisão transversal
324973;Colisão traseira
324974;Colisão traseira
324975;Saída de leito carroçável
324976;Colisão com objeto estático
324977;Colisão traseira
324978;Colisão traseira
324979;Tombamento
324980;Colisão traseira
324981;Colisão transversal
324982;Atropelamento de Animal
324983;Colisão transversal
324984;Colisão traseira
324985;Colisão com objeto estático
324986;Colisão traseira
324987;Colisão lateral
324988;Queda de ocupante de veículo
324990;Colisão lateral
324991;Colisão frontal
324994;Colisão transversal
324995;Colisão transversal
324996;Capotamento
324997;Colisão transversal
324998;Colisão transversal
324999;Colisão transversal
325000;Saída de leito carroçável
325001;Colisão transversal
325002;Colisão frontal
325003;Colisão transversal
325004;Engavetamento
325005;Colisão transversal
325006;Queda de ocupante de veículo
325007;Colisão com objeto estático
325008;Colisão traseira
325009;Queda de ocupante de veículo
325010;Colisão com objeto estático
325011;Incêndio
325012;Colisão lateral
325013;Atropelamento de Pedestre
325014;Saída de leito carroçável
325015;Tombamento
325016;Colisão traseira
325017;Derramamento de carga
325018;Saída de leito carroçável
325019;Colisão transversal
325020;Colisão traseira
325021;Colisão lateral
325022;Queda de ocupante de veículo
325023;Colisão com objeto estático
325024;Colisão traseira
325025;Colisão transversal
325026;Danos eventuais
325027;Colisão frontal
325028;Colisão traseira
325029;Colisão com objeto estático
325030;Capotamento
325032;Colisão lateral
325033;Tombamento
325034;Colisão lateral
325035;Saída de leito carroçável
325036;Atropelamento de Pedestre
325037;Colisão traseira
325038;Tombamento
325039;Atropelamento de Pedestre
325040;Saída de leito carroçável
325041;Capotamento
325042;Colisão traseira
325043;Saída de leito carroçável
325044;Colisão traseira
325045;Colisão transversal
325048;Colisão traseira
325049;Tombamento
325050;Colisão lateral
325052;Colisão transversal
325053;Tombamento
325054;Colisão traseira
325055;Colisão frontal
325056;Colisão frontal
325057;Colisão transversal
325058;Colisão traseira
325059;Colisão transversal
325060;Colisão transversal
325061;Queda de ocupante de veículo
325062;Colisão frontal
325063;Engavetamento
325064;Colisão com objeto estático
325066;Colisão frontal
325067;Engavetamento
325069;Colisão com objeto em movimento
325071;Atropelamento de Pedestre
325072;Colisão transversal
325073;Saída de leito carroçável
325074;Colisão traseira
325075;Atropelamento de Animal
325076;Tombamento
325077;Colisão transversal
325079;Colisão traseira
325080;Capotamento
325081;Colisão traseira
325082;Colisão transversal
325083;Colisão com objeto estático
325084;Colisão traseira
325086;Atropelamento de Pedestre
325087;Colisão frontal
325088;Tombamento
325089;Colisão traseira
325090;Colisão traseira
325091;Atropelamento de Pedestre
325093;Colisão lateral
325094;Colisão traseira
325095;Tombamento
325096;Colisão com objeto estático
325097;Colisão com objeto estático
325098;Colisão lateral
325099;Colisão com objeto estático
325100;Colisão traseira
325102;Incêndio
325103;Colisão transversal
325104;Colisão traseira
325105;Colisão lateral
325106;Saída de leito carroçável
325107;Colisão traseira
325108;Colisão traseira
325109;Queda de ocupante de veículo
325111;Atropelamento de Animal
325112;Colisão traseira
325113;Saída de leito carroçável
325114;Colisão transversal
325115;Colisão lateral
325116;Saída de leito carroçável
325117;Colisão com objeto estático
325118;Tombamento
325119;Colisão lateral
325120;Capotamento
325121;Colisão traseira
325123;Queda de ocupante de veículo
325124;Colisão traseira
325125;Colisão traseira
325126;Colisão com objeto estático
325127;Queda de ocupante de veículo
325128;Colisão com objeto em movimento
325129;Colisão traseira
325130;Colisão com objeto estático
325131;Colisão lateral
325132;Tombamento
325133;Tombamento
325134;Colisão transversal
325135;Saída de leito carroçável
325136;Colisão traseira
325137;Colisão frontal
325138;Colisão lateral
325139;Incêndio
325140;Colisão com objeto estático
325141;Colisão transversal
325142;Saída de leito carroçável
325143;Colisão transversal
325144;Colisão traseira
325145;Colisão traseira
325146;Colisão lateral
325147;Colisão lateral
325148;Colisão traseira
325149;Tombamento
325150;Saída de leito carroçável
325151;Colisão com objeto estático
325152;Colisão lateral
325153;Colisão transversal
325154;Colisão traseira
325155;Colisão lateral
325156;Incêndio
325157;Colisão transversal
325158;Queda de ocupante de veículo
325159;Colisão transversal
325160;Saída de leito carroçável
325161;Colisão traseira
325162;Colisão traseira
325163;Saída de leito carroçável
325164;Colisão lateral
325168;Colisão com objeto em movimento
325169;Colisão lateral
325170;Colisão transversal
325171;Colisão transversal
325172;Colisão lateral
325173;Tombamento
325174;Colisão traseira
325175;Colisão lateral
325176;Queda de ocupante de veículo
325178;Colisão traseira
325179;Colisão com objeto estático
325180;Colisão traseira
325181;Colisão com objeto estático
325184;Colisão transversal
325186;Colisão transversal
325187;Atropelamento de Pedestre
325188;Capotamento
325189;Queda de ocupante de veículo
325190;Colisão com objeto estático
325191;Colisão lateral
325192;Colisão lateral
325193;Colisão transversal
325194;Queda de ocupante de veículo
325196;Saída de leito carroçável
325198;Colisão traseira
325201;Colisão frontal
325202;Saída de leito carroçável
325203;Colisão transversal
325204;Colisão lateral
325205;Colisão frontal
325206;Colisão lateral
325207;Colisão traseira
325208;Tombamento
325211;Colisão traseira
325212;Colisão traseira
325213;Colisão traseira
325214;Atropelamento de Pedestre
325215;Colisão traseira
325216;Colisão lateral
325217;Colisão transversal
325218;Atropelamento de Pedestre
325219;Colisão traseira
325220;Colisão transversal
325221;Colisão traseira
325222;Colisão transversal
325223;Saída de leito carroçável
325224;Tombamento
325225;Colisão traseira
325226;Colisão lateral
325227;Colisão com objeto estático
325229;Colisão traseira
325231;Saída de leito carroçável
325232;Colisão transversal
325234;Atropelamento de Pedestre
325235;Saída de leito carroçável
325236;Tombamento
325237;Saída de leito carroçável
325238;Colisão com objeto estático
325239;Colisão traseira
325240;Saída de leito carroçável
325241;Colisão traseira
325242;Atropelamento de Pedestre
325243;Colisão traseira
325244;Saída de leito carroçável
325245;Atropelamento de Animal
325246;Colisão traseira
325247;Saída de leito carroçável
325248;Colisão com objeto estático
325250;Tombamento
325253;Colisão traseira
325254;Colisão frontal
325255;Colisão transversal
325256;Queda de ocupante de veículo
325257;Colisão lateral
325258;Colisão lateral
325259;Colisão com objeto estático
325260;Colisão frontal
325261;Saída de leito carroçável
325262;Tombamento
325263;Colisão transversal
325264;Tombamento
325265;Saída de leito carroçável
325266;Queda de ocupante de veículo
325267;Atropelamento de Pedestre
325268;Saída de leito carroçável
325269;Colisão frontal
325270;Colisão traseira
325271;Colisão frontal
325272;Colisão traseira
325273;Saída de leito carroçável
325274;Saída de leito carroçável
325275;Colisão frontal
325276;Colisão traseira
325277;Tombamento
325278;Atropelamento de Animal
325279;Colisão traseira
325280;Colisão transversal
325281;Colisão lateral
325282;Saída de leito carroçável
325283;Colisão frontal
325284;Colisão traseira
325285;Queda de ocupante de veículo
325286;Derramamento de carga
325287;Colisão transversal
325288;Queda de ocupante de veículo
325289;Colisão transversal
325290;Colisão traseira
325291;Colisão transversal
325292;Tombamento
325293;Colisão transversal
325294;Colisão traseira
325295;Colisão traseira
325296;Saída de leito carroçável
325297;Colisão traseira
325298;Colisão lateral
325299;Saída de leito carroçável
325300;Colisão lateral
325301;Colisão lateral
325302;Colisão com objeto estático
325303;Colisão com objeto estático
325304;Colisão lateral
325305;Engavetamento
325306;Colisão com objeto estático
325307;Tombamento
325308;Colisão traseira
325309;Capotamento
325310;Atropelamento de Pedestre
325312;Saída de leito carroçável
325313;Colisão traseira
325314;Tombamento
325315;Colisão traseira
325316;Engavetamento
325317;Saída de leito carroçável
325319;Colisão transversal
325320;Tombamento
325321;Colisão frontal
325322;Colisão transversal
325323;Tombamento
325324;Colisão lateral
325325;Danos eventuais
325326;Atropelamento de Pedestre
325327;Colisão transversal
325328;Tombamento
325329;Colisão lateral
325330;Colisão traseira
325332;Colisão frontal
325333;Queda de ocupante de veículo
325334;Saída de leito carroçável
325335;Colisão com objeto estático
325336;Colisão transversal
325337;Saída de leito carroçável
325338;Saída de leito carroçável
325339;Colisão transversal
325340;Saída de leito carroçável
325341;Colisão traseira
325342;Colisão transversal
325343;Incêndio
325344;Colisão com objeto estático
325345;Colisão transversal
325346;Colisão transversal
325347;Capotamento
325348;Atropelamento de Pedestre
325349;Tombamento
325350;Colisão com objeto estático
325351;Colisão traseira
325352;Tombamento
325354;Colisão transversal
325355;Colisão transversal
325356;Colisão transversal
325357;Atropelamento de Pedestre
325358;Colisão transversal
325359;Colisão lateral
325360;Saída de leito carroçável
325361;Saída de leito carroçável
325362;Saída de leito carroçável
325363;Colisão transversal
325364;Colisão traseira
325365;Colisão com objeto estático
325366;Colisão com objeto estático
325367;Saída de leito carroçável
325368;Engavetamento
325369;Colisão lateral
325370;Colisão com objeto estático
325371;Colisão traseira
325372;Tombamento
325373;Tombamento
325375;Tombamento
325376;Colisão transversal
325377;Engavetamento
325378;Colisão lateral
325379;Colisão traseira
325380;Colisão frontal
325381;Colisão lateral
325382;Colisão transversal
325383;Colisão lateral
325384;Colisão traseira
325385;Atropelamento de Pedestre
325386;Colisão lateral
325387;Colisão traseira
325388;Incêndio
325389;Colisão lateral
325390;Colisão frontal
325391;Colisão lateral
325392;Colisão frontal
325393;Incêndio
325394;Incêndio
325395;Capotamento
325396;Queda de ocupante de veículo
325397;Colisão lateral
325398;Colisão lateral
325400;Tombamento
325402;Colisão lateral
325403;Saída de leito carroçável
325404;Colisão com objeto estático
325406;Colisão traseira
325407;Colisão traseira
325408;Incêndio
325409;Colisão transversal
325410;Colisão traseira
325411;Colisão com objeto estático
325412;Atropelamento de Pedestre
325413;Colisão lateral
325414;Colisão traseira
325415;Colisão frontal
325416;Danos eventuais
325418;Incêndio
325419;Colisão transversal
325421;Saída de leito carroçável
325422;Colisão traseira
325424;Saída de leito carroçável
325425;Colisão com objeto estático
325426;Colisão traseira
325427;Colisão traseira
325428;Saída de leito carroçável
325429;Atropelamento de Pedestre
325430;Capotamento
325431;Colisão traseira
325432;Colisão com objeto estático
325433;Colisão frontal
325434;Atropelamento de Animal
325435;Colisão com objeto estático
325436;Saída de leito carroçável
325437;Colisão com objeto em movimento
325438;Colisão transversal
325439;Colisão com objeto estático
325440;Colisão traseira
325441;Capotamento
325442;Colisão traseira
325443;Tombamento
325444;Colisão traseira
325445;Atropelamento de Pedestre
325446;Colisão traseira
325447;Saída de leito carroçável
325448;Colisão com objeto estático
325449;Colisão com objeto estático
325450;Colisão lateral
325452;Saída de leito carroçável
325453;Colisão lateral
325454;Capotamento
325456;Colisão lateral
325457;Colisão lateral
325458;Colisão traseira
325459;Engavetamento
325460;Colisão lateral
325461;Atropelamento de Pedestre
325462;Saída de leito carroçável
325464;Colisão traseira
325465;Colisão frontal
325466;Saída de leito carroçável
325467;Saída de leito carroçável
325468;Colisão traseira
325469;Colisão traseira
325470;Colisão lateral
325471;Colisão traseira
325472;Incêndio
325473;Colisão traseira
325474;Tombamento
325475;Queda de ocupante de veículo
325476;Colisão traseira
325477;Saída de leito carroçável
325478;Colisão transversal
325479;Saída de leito carroçável
325480;Tombamento
325481;Saída de leito carroçável
325482;Queda de ocupante de veículo
325483;Saída de leito carroçável
325484;Saída de leito carroçável
325485;Atropelamento de Pedestre
325486;Colisão traseira
325487;Atropelamento de Pedestre
325488;Atropelamento de Pedestre
325489;Capotamento
325490;Saída de leito carroçável
325491;Colisão traseira
325492;Colisão traseira
325493;Colisão transversal
325494;Tombamento
325495;Colisão lateral
325496;Tombamento
325497;Colisão traseira
325498;Colisão lateral
325499;Colisão traseira
325500;Colisão frontal
325502;Saída de leito carroçável
325503;Colisão transversal
325504;Colisão com objeto em movimento
325505;Colisão traseira
325506;Queda de ocupante de veículo
325507;Saída de leito carroçável
325508;Colisão traseira
325510;Queda de ocupante de veículo
325511;Colisão lateral
325512;Colisão traseira
325513;Colisão lateral
325514;Colisão lateral
325516;Colisão transversal
325517;Queda de ocupante de veículo
325518;Colisão traseira
325519;Colisão lateral
325520;Colisão com objeto estático
325521;Colisão traseira
325522;Colisão traseira
325523;Colisão com objeto estático
325524;Colisão com objeto estático
325525;Colisão lateral
325527;Colisão transversal
325528;Saída de leito carroçável
325529;Derramamento de carga
325530;Saída de leito carroçável
325531;Colisão transversal
325532;Colisão traseira
325533;Colisão transversal
325534;Saída de leito carroçável
325535;Colisão traseira
325537;Tombamento
325538;Saída de leito carroçável
325539;Colisão lateral
325540;Tombamento
325541;Atropelamento de Pedestre
325542;Saída de leito carroçável
325543;Colisão traseira
325544;Saída de leito carroçável
325545;Colisão traseira
325546;Tombamento
325548;Colisão frontal
325550;Colisão traseira
325551;Colisão frontal
325552;Colisão traseira
325553;Colisão traseira
325554;Colisão com objeto estático
325555;Colisão frontal
325556;Colisão traseira
325557;Colisão transversal
325558;Colisão traseira
325559;Saída de leito carroçável
325560;Tombamento
325561;Colisão transversal
325562;Saída de leito carroçável
325563;Atropelamento de Pedestre
325564;Saída de leito carroçável
325565;Saída de leito carroçável
325566;Colisão com objeto estático
325567;Colisão traseira
325568;Saída de leito carroçável
325569;Colisão com objeto estático
325570;Colisão traseira
325571;Capotamento
325573;Colisão lateral
325574;Colisão lateral
